,client_id,date_order,sales_net
367,1773169,2018-08-16,47320.14457669214
368,1773169,2018-08-17,5270.775117246753
369,1773169,2018-08-20,72323.96386258253
370,1773169,2018-08-21,29181.38435942857
371,1773169,2018-08-22,36851.54016129748
372,1773169,2018-08-23,84860.74552150303
373,1773169,2018-08-24,39860.27903330719
374,1773169,2018-08-27,96825.42317876982
375,1773169,2018-08-28,22055.601932682555
376,1773169,2018-08-29,96201.40557265631
377,1773169,2018-08-30,59443.79394438096
378,1773169,2018-08-31,84497.6223931002
379,1773169,2018-09-03,28215.460044052485
380,1773169,2018-09-04,53641.341923825086
381,1773169,2018-09-05,70930.82861245569
382,1773169,2018-09-06,92508.68885971361
383,1773169,2018-09-07,137648.3868474308
384,1773169,2018-09-10,47527.57968659294
385,1773169,2018-09-11,21008.918520108506
386,1773169,2018-09-12,39529.79911725625
387,1773169,2018-09-13,12768.862634490843
388,1773169,2018-09-14,32918.21460850197
389,1773169,2018-09-17,35909.11245862775
390,1773169,2018-09-18,9322.345004
391,1773169,2018-09-19,12418.374513333334
392,1773169,2018-09-20,18105.006454000002
393,1773169,2018-09-21,19088.858128402328
394,1773169,2018-09-24,22016.859509192025
395,1773169,2018-09-25,41821.57720528816
396,1773169,2018-09-26,36850.34400226891
397,1773169,2018-09-27,88833.35785835568
398,1773169,2018-09-28,52756.73336416017
399,1773169,2018-10-01,12411.019017794873
400,1773169,2018-10-02,44788.92416789874
401,1773169,2018-10-03,104756.03167584496
402,1773169,2018-10-04,17632.63998478569
403,1773169,2018-10-05,50507.24654485729
404,1773169,2018-10-08,31737.849862224615
405,1773169,2018-10-09,35986.28147047872
406,1773169,2018-10-10,29413.28795132438
407,1773169,2018-10-11,24257.736200043735
408,1773169,2018-10-12,119015.80872391697
409,1773169,2018-10-15,45781.9664222916
410,1773169,2018-10-16,84671.07357126493
411,1773169,2018-10-17,59803.687057216455
412,1773169,2018-10-18,38403.891928555975
413,1773169,2018-10-19,102203.22735233082
414,1773169,2018-10-22,70462.47830911777
415,1773169,2018-10-23,65234.81146548403
416,1773169,2018-10-24,67868.18902606345
417,1773169,2018-10-25,19083.497381964746
418,1773169,2018-10-26,44978.36448438515
419,1773169,2018-10-29,95390.5875033804
420,1773169,2018-10-30,22036.240727346405
421,1773169,2018-10-31,20921.43525576508
422,1773169,2018-11-01,24912.034471047617
423,1773169,2018-11-02,49470.454244150955
424,1773169,2018-11-05,147836.21533559274
425,1773169,2018-11-06,120861.0931447507
426,1773169,2018-11-07,15557.44842451882
427,1773169,2018-11-08,25897.7157294816
428,1773169,2018-11-09,50378.04805662103
429,1773169,2018-11-12,33595.95584295752
430,1773169,2018-11-13,24100.426626820514
431,1773169,2018-11-14,39690.12909946666
432,1773169,2018-11-15,19498.56483668527
433,1773169,2018-11-16,70711.88007940896
434,1773169,2018-11-17,257.98252285714284
435,1773169,2018-11-19,29092.761119938088
436,1773169,2018-11-20,72626.99160434892
437,1773169,2018-11-21,101478.94177535239
438,1773169,2018-11-22,19097.147973914056
439,1773169,2018-11-23,25234.1590099536
440,1773169,2018-11-26,12953.683866036783
441,1773169,2018-11-27,108624.8225555705
442,1773169,2018-11-28,28575.812584711293
443,1773169,2018-11-29,24203.341314634923
444,1773169,2018-11-30,67923.62240539156
445,1773169,2018-12-03,25935.234950231345
446,1773169,2018-12-04,95856.07420990423
447,1773169,2018-12-05,33437.5113430902
448,1773169,2018-12-06,40734.71532013497
449,1773169,2018-12-07,14957.41772488889
450,1773169,2018-12-10,63658.173941247944
451,1773169,2018-12-11,110975.53696213593
452,1773169,2018-12-12,90944.07681247198
453,1773169,2018-12-13,46825.54599272767
454,1773169,2018-12-14,36758.06375385566
455,1773169,2018-12-17,51788.14365677846
456,1773169,2018-12-18,39480.97474777408
457,1773169,2018-12-19,94622.119462
458,1773169,2018-12-20,66939.94268172464
459,1773169,2018-12-21,27637.59679035294
460,1773169,2018-12-24,56930.794029996694
461,1773169,2018-12-25,32877.53841551864
462,1773169,2018-12-26,19479.712839338936
463,1773169,2018-12-27,86044.4299774452
464,1773169,2018-12-28,77092.20556526157
465,1773169,2018-12-31,39708.73661833661
466,1773169,2019-01-01,32012.277251538242
467,1773169,2019-01-02,16966.35769266667
468,1773169,2019-01-03,70324.34848623333
469,1773169,2019-01-04,35365.13569928105
470,1773169,2019-01-08,45515.358837947715
471,1773169,2019-01-09,21668.95612300513
472,1773169,2019-01-10,38761.6287625657
473,1773169,2019-01-11,27980.603008444446
474,1773169,2019-01-14,76136.88807491657
475,1773169,2019-01-15,57860.26435364893
476,1773169,2019-01-16,32986.80144229951
477,1773169,2019-01-17,133695.17990405177
478,1773169,2019-01-18,46798.22455929619
479,1773169,2019-01-22,83052.20998186657
480,1773169,2019-01-23,37168.84733226667
481,1773169,2019-01-24,33155.034824171125
482,1773169,2019-01-25,77794.73951942845
483,1773169,2019-01-29,64074.05088413329
484,1773169,2019-01-30,102965.99128356484
485,1773169,2019-01-31,48360.52568248641
486,1773169,2019-02-01,40550.145493627446
487,1773169,2019-02-04,101319.89109444259
488,1773169,2019-02-05,63081.23583559639
489,1773169,2019-02-06,73137.3422467701
490,1773169,2019-02-07,56554.624419555126
491,1773169,2019-02-08,52655.102347550055
492,1773169,2019-02-11,92158.03037900617
493,1773169,2019-02-12,46134.28530762575
494,1773169,2019-02-13,15716.184439190476
495,1773169,2019-02-15,12236.666586
496,1773169,2019-02-18,66158.82735996619
497,1773169,2019-02-19,145078.190837305
498,1773169,2019-02-20,45140.8208028366
499,1773169,2019-02-21,31778.71959417367
500,1773169,2019-02-22,29035.864906450737
501,1773169,2019-02-26,173790.37051406168
502,1773169,2019-02-27,23999.379919714287
503,1773169,2019-02-28,27462.294724946405
504,1773169,2019-03-01,39002.78834385223
505,1773169,2019-03-04,66834.75256048248
506,1773169,2019-03-05,54438.181104365394
507,1773169,2019-03-06,43376.8298588897
508,1773169,2019-03-07,91152.02113012748
509,1773169,2019-03-08,47793.9777284837
510,1773169,2019-03-11,32503.685253333333
511,1773169,2019-03-12,98505.69942231463
512,1773169,2019-03-13,77710.44633028963
513,1773169,2019-03-14,25376.209821556207
514,1773169,2019-03-15,42291.5274657464
515,1773169,2019-03-18,77734.68351834532
516,1773169,2019-03-19,52606.950920885174
517,1773169,2019-03-20,57903.99247497885
518,1773169,2019-03-21,49713.14985703297
519,1773169,2019-03-22,102568.65168216306
520,1773169,2019-03-25,31376.63743933147
521,1773169,2019-03-26,21548.005923164586
522,1773169,2019-03-27,117610.09474313323
523,1773169,2019-03-28,23320.78089840915
524,1773169,2019-03-29,76231.0268954818
525,1773169,2019-04-01,52938.887854556706
526,1773169,2019-04-02,40075.996935056086
527,1773169,2019-04-03,32051.551948084747
528,1773169,2019-04-04,31091.833378322895
529,1773169,2019-04-08,123844.12001989577
530,1773169,2019-04-09,39604.53296568783
531,1773169,2019-04-10,32873.52967694236
532,1773169,2019-04-11,36593.938888630815
533,1773169,2019-04-12,89634.9205438915
534,1773169,2019-04-15,58293.534054629046
535,1773169,2019-04-16,16867.100559111113
536,1773169,2019-04-17,72456.78920401189
537,1773169,2019-04-18,68471.60443330633
538,1773169,2019-04-19,48278.721091041705
539,1773169,2019-04-22,21675.342790065934
540,1773169,2019-04-23,23889.398431804635
541,1773169,2019-04-24,16540.32250935313
542,1773169,2019-04-25,15688.074997358986
543,1773169,2019-04-26,11465.009691597885
544,1773169,2019-04-29,29405.373456454487
545,1773169,2019-04-30,27805.11697048485
546,1773169,2019-05-01,39654.50237261905
547,1773169,2019-05-02,2329.6482266666667
548,1773169,2019-05-03,4698.444380222222
549,1773169,2019-05-06,54625.57970622436
550,1773169,2019-05-08,7542.317381333333
551,1773169,2019-05-09,4348.008240549159
552,1773169,2019-05-10,15704.373326296296
553,1773169,2019-05-13,26703.606793251325
554,1773169,2019-05-14,69707.78317526574
555,1773169,2019-05-15,28141.019287317395
556,1773169,2019-05-16,11435.006582476191
557,1773169,2019-05-17,15180.225359780821
558,1773169,2019-05-20,18982.46719492027
559,1773169,2019-05-21,29049.5330983451
560,1773169,2019-05-22,39798.73946204782
561,1773169,2019-05-23,18973.88541561905
562,1773169,2019-05-24,31331.96192482107
563,1773169,2019-05-27,66735.91696155556
564,1773169,2019-05-28,27168.32720132346
565,1773169,2019-05-29,105783.3513408565
566,1773169,2019-05-30,95867.71904355491
567,1773169,2019-05-31,86450.77311008057
568,1773169,2019-06-03,112054.84038622199
569,1773169,2019-06-04,49030.540155253184
570,1773169,2019-06-05,74983.54531922909
571,1773169,2019-06-06,37264.749426243034
572,1773169,2019-06-07,74965.95921750838
573,1773169,2019-06-10,52619.171196685784
574,1773169,2019-06-11,27439.19867490196
575,1773169,2019-06-12,83561.63451935173
576,1773169,2019-06-13,26503.555356561523
577,1773169,2019-06-14,95307.8801746055
578,1773169,2019-06-17,11833.425756725173
579,1773169,2019-06-18,68226.59206443474
580,1773169,2019-06-19,129428.05939657144
581,1773169,2019-06-20,20147.182095404598
582,1773169,2019-06-21,36396.19967232539
583,1773169,2019-06-24,56111.32537862809
584,1773169,2019-06-25,61855.10418683992
585,1773169,2019-06-26,129727.0532648477
586,1773169,2019-06-27,35931.29285126984
587,1773169,2019-06-28,43911.06336640293
588,1773169,2019-07-01,196589.75934907587
589,1773169,2019-07-02,151320.73047733333
590,1773169,2019-07-03,42327.2414262409
591,1773169,2019-07-04,37707.75346260695
592,1773169,2019-07-05,106606.96990180953
593,1773169,2019-07-08,68924.91644305023
594,1773169,2019-07-09,75784.28466315243
595,1773169,2019-07-10,24553.95803002169
596,1773169,2019-07-11,11337.61783589939
597,1773169,2019-07-12,48498.68316869708
598,1773169,2019-07-15,109496.71496236269
599,1773169,2019-07-16,55965.8436438449
600,1773169,2019-07-17,89008.62856409402
601,1773169,2019-07-18,42628.93640417293
602,1773169,2019-07-19,62926.745040844464
603,1773169,2019-07-20,83.48386666666666
604,1773169,2019-07-22,65852.79896513546
605,1773169,2019-07-23,62219.44227837823
606,1773169,2019-07-24,412.89508
607,1773169,2019-07-25,15356.530857236898
608,1773169,2019-07-26,136861.70330996363
609,1773169,2019-07-29,79001.04855055881
610,1773169,2019-07-30,76342.26440581788
611,1773169,2019-07-31,20145.18321070866
612,1773169,2019-08-01,29428.59912078928
613,1773169,2019-08-02,13690.196024555557
614,1773169,2019-08-05,66823.31874891113
615,1773169,2019-08-06,40185.51236330688
616,1773169,2019-08-07,94767.25116459148
617,1773169,2019-08-08,71394.45603459183
618,1773169,2019-08-09,20194.22575000218
619,1773169,2019-08-12,59622.71250000928
620,1773169,2019-08-13,49864.64526976804
621,1773169,2019-08-14,30744.07537475235
622,1773169,2019-08-15,21473.646738505882
623,1773169,2019-08-16,297584.77788383875
624,1773169,2019-08-19,102532.48819542516
625,1773169,2019-08-20,109152.05495444642
626,1773169,2019-08-21,31149.13737173823
627,1773169,2019-08-22,44972.81056468893
628,1773169,2019-08-23,109279.57849676069
629,1773169,2019-08-26,52982.268968753866
630,1773169,2019-08-27,46515.17634246379
631,1773169,2019-08-28,122821.35409261653
632,1773169,2019-08-29,61266.47707654756
633,1773169,2019-08-30,27794.006160222223
